"Date","Price","Open","High","Low","Vol.","Change %"
"09/12/2025","1.3842","1.3832","1.3865","1.3830","","0.07%"
"09/11/2025","1.3832","1.3865","1.3891","1.3825","","-0.22%"
"09/10/2025","1.3863","1.3843","1.3871","1.3830","","0.14%"
"09/09/2025","1.3843","1.3805","1.3861","1.3792","","0.28%"
"09/08/2025","1.3804","1.3826","1.3846","1.3788","","-0.19%"
"09/05/2025","1.3830","1.3818","1.3856","1.3759","","0.08%"
"09/04/2025","1.3819","1.3794","1.3847","1.3791","","0.18%"
"09/03/2025","1.3794","1.3781","1.3809","1.3777","","0.08%"
"09/02/2025","1.3783","1.3750","1.3817","1.3745","","0.23%"
"09/01/2025","1.3751","1.3737","1.3764","1.3731","","0.04%"
"08/29/2025","1.3745","1.3750","1.3781","1.3726","","-0.02%"
"08/28/2025","1.3748","1.3790","1.3792","1.3740","","-0.30%"
"08/27/2025","1.3790","1.3838","1.3859","1.3782","","-0.35%"
"08/26/2025","1.3838","1.3860","1.3870","1.3822","","-0.16%"
"08/25/2025","1.3860","1.3824","1.3865","1.3816","","0.24%"
"08/22/2025","1.3827","1.3910","1.3926","1.3813","","-0.60%"
"08/21/2025","1.3911","1.3874","1.3914","1.3869","","0.27%"
"08/20/2025","1.3874","1.3869","1.3885","1.3853","","0.04%"
"08/19/2025","1.3868","1.3804","1.3871","1.3795","","0.47%"
"08/18/2025","1.3803","1.3815","1.3832","1.3782","","-0.12%"
"08/15/2025","1.3819","1.3816","1.3821","1.3787","","0.01%"
"08/14/2025","1.3817","1.3759","1.3821","1.3744","","0.41%"
"08/13/2025","1.3760","1.3771","1.3783","1.3750","","-0.09%"
"08/12/2025","1.3773","1.3780","1.3808","1.3753","","-0.04%"
"08/11/2025","1.3779","1.3759","1.3796","1.3744","","0.15%"
"08/08/2025","1.3758","1.3747","1.3765","1.3725","","0.09%"
"08/07/2025","1.3745","1.3741","1.3775","1.3721","","0.02%"
"08/06/2025","1.3742","1.3773","1.3781","1.3735","","-0.23%"
"08/05/2025","1.3773","1.3778","1.3811","1.3763","","-0.04%"
"08/04/2025","1.3779","1.3790","1.3796","1.3758","","-0.07%"
"08/01/2025","1.3788","1.3855","1.3881","1.3763","","-0.48%"
"07/31/2025","1.3855","1.3828","1.3860","1.3813","","0.19%"
"07/30/2025","1.3829","1.3770","1.3846","1.3758","","0.42%"
"07/29/2025","1.3771","1.3738","1.3790","1.3731","","0.23%"
"07/28/2025","1.3739","1.3695","1.3744","1.3689","","0.27%"
"07/25/2025","1.3702","1.3642","1.3726","1.3636","","0.46%"
"07/24/2025","1.3639","1.3594","1.3657","1.3590","","0.32%"
"07/23/2025","1.3595","1.3604","1.3630","1.3575","","-0.08%"
"07/22/2025","1.3606","1.3688","1.3697","1.3602","","-0.56%"
"07/21/2025","1.3683","1.3718","1.3736","1.3676","","-0.30%"
"07/18/2025","1.3724","1.3752","1.3756","1.3694","","-0.20%"
"07/17/2025","1.3752","1.3684","1.3776","1.3683","","0.50%"
"07/16/2025","1.3683","1.3725","1.3756","1.3679","","-0.30%"
"07/15/2025","1.3724","1.3697","1.3731","1.3670","","0.13%"
"07/14/2025","1.3706","1.3696","1.3719","1.3669","","0.11%"
"07/11/2025","1.3691","1.3657","1.3732","1.3651","","0.26%"
"07/10/2025","1.3655","1.3685","1.3710","1.3653","","-0.23%"
"07/09/2025","1.3686","1.3666","1.3711","1.3660","","0.18%"
"07/08/2025","1.3661","1.3681","1.3695","1.3637","","-0.16%"
"07/07/2025","1.3683","1.3605","1.3687","1.3594","","0.58%"
"07/04/2025","1.3604","1.3579","1.3619","1.3566","","0.15%"
"07/03/2025","1.3583","1.3588","1.3625","1.3556","","-0.04%"
"07/02/2025","1.3588","1.3646","1.3660","1.3583","","-0.43%"
"07/01/2025","1.3646","1.3611","1.3668","1.3590","","0.27%"
"06/30/2025","1.3609","1.3686","1.3705","1.3599","","-0.53%"
"06/27/2025","1.3682","1.3644","1.3760","1.3627","","0.29%"
"06/26/2025","1.3642","1.3724","1.3732","1.3617","","-0.61%"
"06/25/2025","1.3726","1.3726","1.3756","1.3712","","0.00%"
"06/24/2025","1.3726","1.3734","1.3740","1.3678","","-0.05%"
"06/23/2025","1.3733","1.3738","1.3800","1.3724","","-0.01%"
"06/20/2025","1.3734","1.3708","1.3748","1.3687","","0.24%"
"06/19/2025","1.3701","1.3695","1.3748","1.3685","","0.03%"
"06/18/2025","1.3697","1.3678","1.3704","1.3634","","0.12%"
"06/17/2025","1.3681","1.3571","1.3695","1.3556","","0.81%"
"06/16/2025","1.3571","1.3596","1.3609","1.3539","","-0.10%"
"06/13/2025","1.3585","1.3607","1.3653","1.3566","","-0.13%"
"06/12/2025","1.3603","1.3671","1.3676","1.3599","","-0.50%"
"06/11/2025","1.3672","1.3670","1.3691","1.3649","","0.01%"
"06/10/2025","1.3670","1.3700","1.3730","1.3668","","-0.22%"
"06/09/2025","1.3700","1.3698","1.3708","1.3668","","0.05%"
"06/06/2025","1.3693","1.3677","1.3706","1.3660","","0.12%"
"06/05/2025","1.3676","1.3676","1.3685","1.3634","","-0.02%"
"06/04/2025","1.3679","1.3721","1.3733","1.3651","","-0.31%"
"06/03/2025","1.3721","1.3714","1.3744","1.3700","","0.05%"
"06/02/2025","1.3714","1.3739","1.3748","1.3674","","-0.20%"
"05/30/2025","1.3741","1.3809","1.3831","1.3714","","-0.49%"
"05/29/2025","1.3809","1.3836","1.3863","1.3784","","-0.20%"
"05/28/2025","1.3836","1.3809","1.3846","1.3801","","0.20%"
"05/27/2025","1.3809","1.3737","1.3837","1.3722","","0.52%"
"05/26/2025","1.3737","1.3704","1.3754","1.3686","","-0.02%"
"05/23/2025","1.3740","1.3857","1.3865","1.3708","","-0.84%"
"05/22/2025","1.3857","1.3861","1.3890","1.3845","","-0.02%"
"05/21/2025","1.3860","1.3918","1.3922","1.3813","","-0.40%"
"05/20/2025","1.3916","1.3952","1.3970","1.3908","","-0.26%"
"05/19/2025","1.3952","1.3970","1.3979","1.3916","","-0.10%"
"05/16/2025","1.3966","1.3960","1.3996","1.3934","","0.05%"
"05/15/2025","1.3959","1.3983","1.4006","1.3955","","-0.17%"
"05/14/2025","1.3983","1.3935","1.3988","1.3901","","0.34%"
"05/13/2025","1.3935","1.3975","1.4017","1.3931","","-0.29%"
"05/12/2025","1.3975","1.3931","1.4017","1.3891","","0.27%"
"05/09/2025","1.3937","1.3926","1.3946","1.3906","","0.09%"
"05/08/2025","1.3925","1.3839","1.3934","1.3813","","0.62%"
"05/07/2025","1.3839","1.3779","1.3841","1.3763","","0.44%"
"05/06/2025","1.3778","1.3822","1.3847","1.3750","","-0.35%"
"05/05/2025","1.3826","1.3786","1.3840","1.3777","","0.04%"
"05/02/2025","1.3821","1.3854","1.3859","1.3759","","-0.25%"
"05/01/2025","1.3855","1.3797","1.3864","1.3784","","0.41%"
"04/30/2025","1.3799","1.3834","1.3857","1.3769","","-0.25%"
"04/29/2025","1.3834","1.3830","1.3872","1.3808","","0.03%"
"04/28/2025","1.3830","1.3862","1.3893","1.3816","","-0.19%"
"04/25/2025","1.3857","1.3851","1.3893","1.3845","","0.04%"
"04/24/2025","1.3851","1.3885","1.3901","1.3839","","-0.23%"
"04/23/2025","1.3883","1.3817","1.3906","1.3797","","0.48%"
"04/22/2025","1.3817","1.3842","1.3863","1.3792","","-0.17%"
"04/21/2025","1.3841","1.3843","1.3852","1.3780","","-0.05%"
"04/18/2025","1.3848","1.3847","1.3872","1.3833","","0.12%"
"04/17/2025","1.3832","1.3862","1.3908","1.3828","","-0.17%"
"04/16/2025","1.3855","1.3954","1.3967","1.3855","","-0.70%"
"04/15/2025","1.3953","1.3870","1.3980","1.3849","","0.58%"
"04/14/2025","1.3873","1.3871","1.3912","1.3828","","0.06%"
"04/11/2025","1.3864","1.3983","1.3992","1.3838","","-0.83%"
"04/10/2025","1.3980","1.4085","1.4112","1.3951","","-0.74%"
"04/09/2025","1.4084","1.4263","1.4275","1.4074","","-1.25%"
"04/08/2025","1.4262","1.4249","1.4273","1.4143","","0.11%"
"04/07/2025","1.4247","1.4250","1.4298","1.4178","","0.20%"
"04/04/2025","1.4218","1.4092","1.4261","1.4053","","0.87%"
"04/03/2025","1.4095","1.4236","1.4320","1.4027","","-0.95%"
"04/02/2025","1.4230","1.4303","1.4368","1.4228","","-0.50%"
"04/01/2025","1.4301","1.4386","1.4417","1.4298","","-0.60%"
"03/31/2025","1.4387","1.4311","1.4397","1.4299","","0.49%"
"03/28/2025","1.4317","1.4306","1.4335","1.4276","","0.09%"
"03/27/2025","1.4304","1.4267","1.4330","1.4259","","0.28%"
"03/26/2025","1.4264","1.4280","1.4300","1.4234","","-0.09%"
"03/25/2025","1.4277","1.4320","1.4333","1.4271","","-0.29%"
"03/24/2025","1.4318","1.4350","1.4358","1.4289","","-0.22%"
"03/21/2025","1.4349","1.4326","1.4375","1.4313","","0.18%"
"03/20/2025","1.4323","1.4326","1.4402","1.4312","","-0.01%"
"03/19/2025","1.4324","1.4301","1.4351","1.4295","","0.17%"
"03/18/2025","1.4299","1.4290","1.4322","1.4269","","0.08%"
"03/17/2025","1.4288","1.4383","1.4384","1.4274","","-0.56%"
"03/14/2025","1.4369","1.4438","1.4449","1.4355","","-0.48%"
"03/13/2025","1.4439","1.4371","1.4453","1.4358","","0.49%"
"03/12/2025","1.4368","1.4436","1.4486","1.4353","","-0.44%"
"03/11/2025","1.4432","1.4439","1.4522","1.4379","","-0.02%"
"03/10/2025","1.4435","1.4379","1.4473","1.4353","","0.40%"
"03/07/2025","1.4377","1.4297","1.4428","1.4279","","0.57%"
"03/06/2025","1.4295","1.4341","1.4377","1.4242","","-0.29%"
"03/05/2025","1.4337","1.4397","1.4451","1.4330","","-0.35%"
"03/04/2025","1.4388","1.4484","1.4543","1.4371","","-0.62%"
"03/03/2025","1.4478","1.4467","1.4543","1.4369","","0.09%"
"02/28/2025","1.4465","1.4442","1.4473","1.4399","","0.19%"
"02/27/2025","1.4438","1.4336","1.4451","1.4321","","0.70%"
"02/26/2025","1.4337","1.4314","1.4370","1.4293","","0.17%"
"02/25/2025","1.4312","1.4261","1.4319","1.4239","","0.37%"
"02/24/2025","1.4259","1.4219","1.4269","1.4181","","0.27%"
"02/21/2025","1.4220","1.4177","1.4238","1.4168","","0.32%"
"02/20/2025","1.4174","1.4237","1.4246","1.4166","","-0.42%"
"02/19/2025","1.4234","1.4200","1.4247","1.4175","","0.26%"
"02/18/2025","1.4197","1.4183","1.4214","1.4179","","0.12%"
"02/17/2025","1.4180","1.4181","1.4196","1.4159","","-0.01%"
"02/14/2025","1.4181","1.4194","1.4203","1.4151","","-0.07%"
"02/13/2025","1.4191","1.4304","1.4308","1.4183","","-0.80%"
"02/12/2025","1.4305","1.4287","1.4344","1.4255","","0.15%"
"02/11/2025","1.4283","1.4317","1.4347","1.4278","","-0.22%"
"02/10/2025","1.4315","1.4297","1.4381","1.4289","","0.15%"
"02/07/2025","1.4294","1.4310","1.4347","1.4272","","-0.10%"
"02/06/2025","1.4308","1.4314","1.4368","1.4301","","0.01%"
"02/05/2025","1.4307","1.4322","1.4346","1.4269","","-0.10%"
"02/04/2025","1.4321","1.4428","1.4504","1.4301","","-0.74%"
"02/03/2025","1.4428","1.4689","1.4794","1.4389","","-0.66%"
"01/31/2025","1.4524","1.4491","1.4560","1.4372","","0.25%"
"01/30/2025","1.4488","1.4421","1.4595","1.4392","","0.49%"
"01/29/2025","1.4417","1.4400","1.4473","1.4391","","0.13%"
"01/28/2025","1.4398","1.4373","1.4421","1.4368","","0.19%"
"01/27/2025","1.4370","1.4345","1.4402","1.4333","","0.20%"
"01/24/2025","1.4342","1.4383","1.4385","1.4314","","-0.29%"
"01/23/2025","1.4383","1.4373","1.4415","1.4333","","0.06%"
"01/22/2025","1.4375","1.4323","1.4393","1.4301","","0.39%"
"01/21/2025","1.4319","1.4304","1.4516","1.4289","","0.09%"
"01/20/2025","1.4306","1.4461","1.4487","1.4261","","-1.20%"
"01/17/2025","1.4480","1.4394","1.4485","1.4381","","0.60%"
"01/16/2025","1.4393","1.4344","1.4404","1.4322","","0.37%"
"01/15/2025","1.4340","1.4349","1.4368","1.4301","","-0.06%"
"01/14/2025","1.4348","1.4373","1.4412","1.4343","","-0.21%"
"01/13/2025","1.4378","1.4428","1.4449","1.4375","","-0.31%"
"01/10/2025","1.4422","1.4394","1.4445","1.4374","","0.19%"
"01/09/2025","1.4394","1.4375","1.4406","1.4365","","0.15%"
"01/08/2025","1.4372","1.4366","1.4411","1.4339","","0.03%"
"01/07/2025","1.4367","1.4335","1.4373","1.4297","","0.27%"
"01/06/2025","1.4329","1.4447","1.4454","1.4279","","-0.82%"
"01/03/2025","1.4447","1.4400","1.4465","1.4383","","0.33%"
"01/02/2025","1.4400","1.4386","1.4444","1.4368","","0.10%"
"01/01/2025","1.4385","1.4383","1.4389","1.4379","","0.03%"
"12/31/2024","1.4380","1.4360","1.4411","1.4337","","0.19%"
"12/30/2024","1.4353","1.4415","1.4434","1.4344","","-0.37%"
"12/27/2024","1.4407","1.4408","1.4451","1.4375","","0.00%"
"12/26/2024","1.4407","1.4365","1.4421","1.4349","","0.30%"
"12/25/2024","1.4364","1.4356","1.4375","1.4354","","0.03%"
"12/24/2024","1.4360","1.4371","1.4421","1.4347","","-0.06%"
"12/23/2024","1.4368","1.4360","1.4434","1.4349","","0.00%"
"12/20/2024","1.4368","1.4398","1.4436","1.4335","","-0.20%"
"12/19/2024","1.4397","1.4448","1.4469","1.4344","","-0.35%"
"12/18/2024","1.4447","1.4310","1.4450","1.4304","","0.96%"
"12/17/2024","1.4310","1.4242","1.4326","1.4232","","0.48%"
"12/16/2024","1.4242","1.4232","1.4270","1.4217","","0.09%"
"12/13/2024","1.4229","1.4221","1.4246","1.4209","","0.06%"
"12/12/2024","1.4220","1.4158","1.4229","1.4131","","0.45%"
"12/11/2024","1.4157","1.4177","1.4195","1.4120","","-0.15%"
"12/10/2024","1.4178","1.4170","1.4196","1.4154","","0.05%"
"12/09/2024","1.4171","1.4158","1.4177","1.4093","","0.11%"
"12/06/2024","1.4155","1.4029","1.4166","1.4018","","0.95%"
"12/05/2024","1.4022","1.4074","1.4080","1.4010","","-0.36%"
"12/04/2024","1.4073","1.4068","1.4084","1.4051","","0.04%"
"12/03/2024","1.4068","1.4050","1.4077","1.4009","","0.17%"
"12/02/2024","1.4044","1.4007","1.4091","1.3986","","0.30%"
"11/29/2024","1.4002","1.4017","1.4047","1.3979","","-0.06%"
"11/28/2024","1.4011","1.4030","1.4033","1.3998","","-0.12%"
"11/27/2024","1.4028","1.4053","1.4079","1.4009","","-0.17%"
"11/26/2024","1.4052","1.3987","1.4179","1.3981","","0.47%"
"11/25/2024","1.3986","1.3974","1.4009","1.3927","","0.04%"
"11/22/2024","1.3980","1.3971","1.4022","1.3957","","0.07%"
"11/21/2024","1.3970","1.3976","1.3979","1.3930","","-0.01%"
"11/20/2024","1.3972","1.3958","1.4015","1.3950","","0.14%"
"11/19/2024","1.3953","1.4014","1.4038","1.3954","","-0.44%"
"11/18/2024","1.4014","1.4091","1.4104","1.4003","","-0.53%"
"11/15/2024","1.4088","1.4055","1.4107","1.4032","","0.22%"
"11/14/2024","1.4057","1.3997","1.4065","1.3987","","0.44%"
"11/13/2024","1.3996","1.3945","1.4004","1.3931","","0.37%"
"11/12/2024","1.3944","1.3925","1.3969","1.3916","","0.14%"
"11/11/2024","1.3924","1.3909","1.3952","1.3894","","0.12%"
"11/08/2024","1.3908","1.3862","1.3930","1.3857","","0.34%"
"11/07/2024","1.3861","1.3939","1.3950","1.3841","","-0.55%"
"11/06/2024","1.3938","1.3825","1.3960","1.3822","","0.83%"
"11/05/2024","1.3823","1.3902","1.3908","1.3823","","-0.56%"
"11/04/2024","1.3901","1.3944","1.3945","1.3874","","-0.35%"
"11/01/2024","1.3950","1.3931","1.3960","1.3903","","0.12%"
"10/31/2024","1.3933","1.3905","1.3947","1.3891","","0.22%"
"10/30/2024","1.3903","1.3915","1.3942","1.3894","","-0.08%"
"10/29/2024","1.3914","1.3893","1.3931","1.3876","","0.18%"
"10/28/2024","1.3889","1.3891","1.3910","1.3881","","-0.01%"
"10/25/2024","1.3891","1.3855","1.3899","1.3837","","0.27%"
"10/24/2024","1.3854","1.3839","1.3870","1.3811","","0.13%"
"10/23/2024","1.3836","1.3819","1.3864","1.3815","","0.14%"
"10/22/2024","1.3816","1.3832","1.3840","1.3813","","-0.11%"
"10/21/2024","1.3831","1.3802","1.3851","1.3798","","0.22%"
"10/18/2024","1.3800","1.3797","1.3817","1.3784","","0.04%"
"10/17/2024","1.3794","1.3754","1.3803","1.3746","","0.32%"
"10/16/2024","1.3750","1.3775","1.3794","1.3749","","-0.17%"
"10/15/2024","1.3774","1.3796","1.3840","1.3769","","-0.15%"
"10/14/2024","1.3795","1.3760","1.3807","1.3756","","0.24%"
"10/11/2024","1.3762","1.3740","1.3785","1.3725","","0.17%"
"10/10/2024","1.3739","1.3712","1.3777","1.3698","","0.21%"
"10/09/2024","1.3710","1.3647","1.3720","1.3642","","0.46%"
"10/08/2024","1.3647","1.3620","1.3676","1.3610","","0.23%"
"10/07/2024","1.3616","1.3568","1.3641","1.3567","","0.33%"
"10/04/2024","1.3571","1.3555","1.3592","1.3544","","0.14%"
"10/03/2024","1.3552","1.3502","1.3561","1.3494","","0.38%"
"10/02/2024","1.3501","1.3491","1.3512","1.3472","","0.08%"
"10/01/2024","1.3490","1.3525","1.3541","1.3481","","-0.25%"
"09/30/2024","1.3524","1.3514","1.3539","1.3489","","0.09%"
"09/27/2024","1.3512","1.3465","1.3528","1.3463","","0.36%"
"09/26/2024","1.3464","1.3486","1.3491","1.3457","","-0.14%"
"09/25/2024","1.3483","1.3432","1.3488","1.3419","","0.39%"
"09/24/2024","1.3430","1.3539","1.3542","1.3430","","-0.81%"
"09/23/2024","1.3540","1.3562","1.3584","1.3486","","-0.21%"
"09/20/2024","1.3569","1.3559","1.3591","1.3541","","0.08%"
"09/19/2024","1.3558","1.3604","1.3649","1.3532","","-0.34%"
"09/18/2024","1.3604","1.3596","1.3624","1.3541","","0.05%"
"09/17/2024","1.3597","1.3584","1.3618","1.3579","","0.09%"
"09/16/2024","1.3585","1.3592","1.3609","1.3566","","0.00%"
"09/13/2024","1.3585","1.3582","1.3601","1.3564","","0.04%"
"09/12/2024","1.3580","1.3575","1.3606","1.3564","","0.07%"
"09/11/2024","1.3571","1.3609","1.3624","1.3566","","-0.29%"
"09/10/2024","1.3610","1.3558","1.3617","1.3554","","0.40%"
"09/09/2024","1.3556","1.3571","1.3580","1.3545","","-0.11%"
"09/06/2024","1.3571","1.3505","1.3584","1.3466","","0.50%"
"09/05/2024","1.3503","1.3507","1.3527","1.3501","","-0.02%"
"09/04/2024","1.3506","1.3554","1.3567","1.3500","","-0.32%"
"09/03/2024","1.3550","1.3493","1.3564","1.3491","","0.44%"
"09/02/2024","1.3491","1.3489","1.3506","1.3480","","-0.01%"
"08/30/2024","1.3493","1.3484","1.3510","1.3465","","0.07%"
"08/29/2024","1.3483","1.3479","1.3492","1.3449","","0.02%"
"08/28/2024","1.3480","1.3447","1.3489","1.3440","","0.30%"
"08/27/2024","1.3440","1.3487","1.3489","1.3442","","-0.35%"
"08/26/2024","1.3487","1.3506","1.3518","1.3462","","-0.15%"
"08/23/2024","1.3507","1.3617","1.3619","1.3498","","-0.79%"
"08/22/2024","1.3615","1.3595","1.3620","1.3571","","0.15%"
"08/21/2024","1.3595","1.3621","1.3626","1.3575","","-0.17%"
"08/20/2024","1.3618","1.3634","1.3643","1.3604","","-0.12%"
"08/19/2024","1.3634","1.3695","1.3695","1.3628","","-0.31%"
"08/16/2024","1.3676","1.3730","1.3739","1.3677","","-0.38%"
"08/15/2024","1.3728","1.3718","1.3740","1.3694","","0.10%"
"08/14/2024","1.3714","1.3705","1.3726","1.3688","","0.07%"
"08/13/2024","1.3704","1.3744","1.3748","1.3705","","-0.27%"
"08/12/2024","1.3741","1.3730","1.3748","1.3718","","0.09%"
"08/09/2024","1.3729","1.3732","1.3752","1.3718","","0.01%"
"08/08/2024","1.3728","1.3760","1.3767","1.3726","","-0.22%"
"08/07/2024","1.3758","1.3785","1.3792","1.3721","","-0.20%"
"08/06/2024","1.3785","1.3825","1.3857","1.3756","","-0.27%"
"08/05/2024","1.3823","1.3872","1.3947","1.3809","","-0.35%"
"08/02/2024","1.3872","1.3876","1.3889","1.3833","","-0.01%"
"08/01/2024","1.3873","1.3807","1.3891","1.3796","","0.47%"
"07/31/2024","1.3808","1.3849","1.3860","1.3787","","-0.28%"
"07/30/2024","1.3847","1.3853","1.3866","1.3837","","-0.03%"
"07/29/2024","1.3851","1.3834","1.3866","1.3815","","0.13%"
"07/26/2024","1.3833","1.3825","1.3850","1.3806","","0.07%"
"07/25/2024","1.3824","1.3808","1.3849","1.3796","","0.12%"
"07/24/2024","1.3807","1.3785","1.3817","1.3777","","0.19%"
"07/23/2024","1.3781","1.3755","1.3787","1.3752","","0.22%"
"07/22/2024","1.3751","1.3727","1.3776","1.3705","","0.14%"
"07/19/2024","1.3732","1.3706","1.3749","1.3701","","0.20%"
"07/18/2024","1.3704","1.3683","1.3720","1.3670","","0.16%"
"07/17/2024","1.3682","1.3674","1.3703","1.3655","","0.08%"
"07/16/2024","1.3671","1.3684","1.3709","1.3665","","-0.08%"
"07/15/2024","1.3682","1.3633","1.3690","1.3630","","0.37%"
"07/12/2024","1.3631","1.3632","1.3641","1.3610","","-0.01%"
"07/11/2024","1.3632","1.3620","1.3649","1.3588","","0.10%"
"07/10/2024","1.3618","1.3636","1.3644","1.3607","","-0.12%"
"07/09/2024","1.3634","1.3639","1.3649","1.3627","","-0.01%"
"07/08/2024","1.3635","1.3641","1.3649","1.3623","","-0.03%"
"07/05/2024","1.3639","1.3613","1.3655","1.3602","","0.19%"
"07/04/2024","1.3613","1.3637","1.3643","1.3607","","-0.18%"
"07/03/2024","1.3638","1.3678","1.3688","1.3617","","-0.28%"
"07/02/2024","1.3676","1.3737","1.3756","1.3667","","-0.43%"
"07/01/2024","1.3735","1.3678","1.3750","1.3662","","0.42%"
"06/28/2024","1.3677","1.3701","1.3735","1.3654","","-0.18%"
