"Date","Price","Open","High","Low","Vol.","Change %"
"05/05/2025","7.2714","7.2714","7.2714","7.2714","","0.00%"
"05/02/2025","7.2714","7.2714","7.2714","7.2714","","0.00%"
"05/01/2025","7.2714","7.2714","7.2714","7.2714","","0.00%"
"04/30/2025","7.2714","7.2757","7.2770","7.2614","","0.03%"
"04/29/2025","7.2695","7.2875","7.2888","7.2596","","-0.35%"
"04/28/2025","7.2947","7.2906","7.3008","7.2906","","0.10%"
"04/25/2025","7.2877","7.2941","7.2980","7.2830","","-0.01%"
"04/24/2025","7.2884","7.2947","7.3014","7.2863","","0.02%"
"04/23/2025","7.2870","7.3036","7.3086","7.2858","","-0.35%"
"04/22/2025","7.3123","7.3019","7.3146","7.3010","","0.27%"
"04/21/2025","7.2924","7.2920","7.2964","7.2826","","-0.11%"
"04/18/2025","7.3003","7.3029","7.3053","7.2870","","0.00%"
"04/17/2025","7.3000","7.3123","7.3137","7.2941","","-0.09%"
"04/16/2025","7.3063","7.3254","7.3289","7.3015","","-0.13%"
"04/15/2025","7.3158","7.3087","7.3180","7.3055","","0.04%"
"04/14/2025","7.3127","7.3059","7.3139","7.2993","","0.28%"
"04/11/2025","7.2921","7.3074","7.3259","7.2921","","-0.31%"
"04/10/2025","7.3145","7.3509","7.3511","7.3145","","-0.48%"
"04/09/2025","7.3500","7.3461","7.3501","7.3461","","0.15%"
"04/08/2025","7.3389","7.3361","7.3389","7.3272","","0.41%"
"04/07/2025","7.3087","7.3072","7.3182","7.3039","","0.37%"
"04/04/2025","7.2821","7.2821","7.2821","7.2821","","0.00%"
"04/03/2025","7.2821","7.2978","7.3047","7.2821","","0.19%"
"04/02/2025","7.2681","7.2714","7.2720","7.2670","","-0.03%"
"04/01/2025","7.2702","7.2606","7.2703","7.2603","","0.18%"
"03/31/2025","7.2572","7.2577","7.2589","7.2473","","-0.09%"
"03/28/2025","7.2634","7.2631","7.2661","7.2614","","-0.03%"
"03/27/2025","7.2654","7.2645","7.2682","7.2598","","-0.04%"
"03/26/2025","7.2682","7.2611","7.2683","7.2611","","0.14%"
"03/25/2025","7.2579","7.2631","7.2639","7.2567","","0.06%"
"03/24/2025","7.2539","7.2578","7.2607","7.2509","","0.06%"
"03/21/2025","7.2493","7.2504","7.2534","7.2448","","0.01%"
"03/20/2025","7.2484","7.2278","7.2487","7.2251","","0.24%"
"03/19/2025","7.2308","7.2317","7.2383","7.2297","","0.03%"
"03/18/2025","7.2284","7.2306","7.2363","7.2217","","-0.07%"
"03/17/2025","7.2337","7.2276","7.2412","7.2236","","-0.07%"
"03/14/2025","7.2387","7.2503","7.2514","7.2289","","-0.08%"
"03/13/2025","7.2444","7.2381","7.2479","7.2300","","0.09%"
"03/12/2025","7.2377","7.2196","7.2486","7.2161","","0.12%"
"03/11/2025","7.2289","7.2569","7.2599","7.2260","","-0.43%"
"03/10/2025","7.2600","7.2431","7.2655","7.2426","","0.35%"
"03/07/2025","7.2349","7.2509","7.2532","7.2275","","-0.18%"
"03/06/2025","7.2478","7.2417","7.2508","7.2356","","-0.05%"
"03/05/2025","7.2516","7.2667","7.2730","7.2516","","-0.20%"
"03/04/2025","7.2661","7.2880","7.2890","7.2571","","-0.26%"
"03/03/2025","7.2850","7.2826","7.2935","7.2794","","0.02%"
"02/28/2025","7.2838","7.2897","7.2910","7.2783","","-0.03%"
"02/27/2025","7.2862","7.2640","7.2872","7.2595","","0.36%"
"02/26/2025","7.2602","7.2518","7.2619","7.2513","","0.11%"
"02/25/2025","7.2522","7.2606","7.2661","7.2520","","0.05%"
"02/24/2025","7.2483","7.2487","7.2522","7.2288","","-0.04%"
"02/21/2025","7.2513","7.2563","7.2574","7.2372","","-0.07%"
"02/20/2025","7.2563","7.2838","7.2838","7.2563","","-0.38%"
"02/19/2025","7.2838","7.2800","7.2867","7.2800","","0.06%"
"02/18/2025","7.2796","7.2685","7.2827","7.2685","","0.22%"
"02/17/2025","7.2639","7.2480","7.2651","7.2442","","0.14%"
"02/14/2025","7.2540","7.2788","7.2901","7.2531","","-0.49%"
"02/13/2025","7.2899","7.3082","7.3084","7.2830","","-0.26%"
"02/12/2025","7.3091","7.3086","7.3098","7.3074","","0.02%"
"02/11/2025","7.3076","7.3085","7.3087","7.3040","","0.03%"
"02/10/2025","7.3052","7.3028","7.3088","7.3027","","0.23%"
"02/07/2025","7.2887","7.2878","7.2908","7.2827","","-0.01%"
"02/06/2025","7.2893","7.2777","7.2936","7.2725","","0.23%"
"02/05/2025","7.2728","7.2779","7.2859","7.2677","","0.30%"
"02/04/2025","7.2514","7.2514","7.2514","7.2514","","0.00%"
"02/03/2025","7.2514","7.2514","7.2514","7.2514","","0.00%"
"01/31/2025","7.2514","7.2514","7.2514","7.2514","","0.00%"
"01/30/2025","7.2514","7.2514","7.2514","7.2514","","0.00%"
"01/29/2025","7.2514","7.2514","7.2514","7.2514","","0.00%"
"01/28/2025","7.2514","7.2514","7.2514","7.2514","","0.00%"
"01/27/2025","7.2514","7.2549","7.2676","7.2514","","0.08%"
"01/24/2025","7.2453","7.2885","7.2885","7.2376","","-0.59%"
"01/23/2025","7.2885","7.2732","7.2887","7.2721","","0.21%"
"01/22/2025","7.2732","7.2717","7.2832","7.2648","","0.02%"
"01/21/2025","7.2721","7.2716","7.2869","7.2648","","-0.41%"
"01/20/2025","7.3018","7.3228","7.3239","7.3018","","-0.32%"
"01/17/2025","7.3252","7.3308","7.3312","7.3239","","-0.09%"
"01/16/2025","7.3317","7.3310","7.3318","7.3306","","0.01%"
"01/15/2025","7.3310","7.3310","7.3320","7.3295","","0.00%"
"01/14/2025","7.3312","7.3306","7.3313","7.3280","","-0.01%"
"01/13/2025","7.3320","7.3310","7.3321","7.3306","","-0.01%"
"01/10/2025","7.3327","7.3306","7.3328","7.3300","","0.01%"
"01/09/2025","7.3322","7.3307","7.3322","7.3296","","0.01%"
"01/08/2025","7.3317","7.3290","7.3318","7.3290","","0.07%"
"01/07/2025","7.3265","7.3276","7.3292","7.3223","","0.05%"
"01/06/2025","7.3225","7.3176","7.3299","7.3123","","0.03%"
"01/03/2025","7.3206","7.2989","7.3207","7.2989","","0.29%"
"01/02/2025","7.2995","7.2983","7.2995","7.2980","","-0.01%"
"01/01/2025","7.3002","7.3002","7.3002","7.3002","","0.01%"
"12/31/2024","7.2994","7.2978","7.2996","7.2939","","0.00%"
"12/30/2024","7.2994","7.2977","7.2994","7.2973","","0.01%"
"12/27/2024","7.2985","7.2983","7.2994","7.2965","","0.00%"
"12/26/2024","7.2982","7.2978","7.2994","7.2978","","0.00%"
"12/25/2024","7.2982","7.2963","7.2994","7.2963","","0.04%"
"12/24/2024","7.2953","7.2985","7.2991","7.2952","","-0.04%"
"12/23/2024","7.2984","7.2924","7.2994","7.2924","","0.02%"
"12/20/2024","7.2966","7.2936","7.2994","7.2936","","-0.01%"
"12/19/2024","7.2970","7.2964","7.2994","7.2958","","0.14%"
"12/18/2024","7.2867","7.2835","7.2869","7.2811","","0.03%"
"12/17/2024","7.2847","7.2856","7.2870","7.2791","","0.01%"
"12/16/2024","7.2840","7.2744","7.2845","7.2728","","0.11%"
"12/13/2024","7.2763","7.2734","7.2823","7.2733","","0.09%"
"12/12/2024","7.2700","7.2588","7.2706","7.2574","","0.11%"
"12/11/2024","7.2618","7.2482","7.2730","7.2415","","0.16%"
"12/10/2024","7.2504","7.2599","7.2639","7.2387","","-0.14%"
"12/09/2024","7.2607","7.2735","7.2805","7.2607","","-0.15%"
"12/06/2024","7.2714","7.2624","7.2714","7.2528","","0.15%"
"12/05/2024","7.2602","7.2677","7.2754","7.2600","","-0.07%"
"12/04/2024","7.2651","7.2804","7.2829","7.2625","","-0.29%"
"12/03/2024","7.2864","7.2856","7.2973","7.2782","","0.20%"
"12/02/2024","7.2722","7.2528","7.2743","7.2528","","0.40%"
"11/29/2024","7.2429","7.2346","7.2439","7.2268","","-0.02%"
"11/28/2024","7.2445","7.2404","7.2532","7.2389","","-0.03%"
"11/27/2024","7.2467","7.2483","7.2584","7.2449","","-0.07%"
"11/26/2024","7.2521","7.2514","7.2593","7.2481","","0.17%"
"11/25/2024","7.2398","7.2389","7.2470","7.2381","","-0.08%"
"11/22/2024","7.2458","7.2459","7.2499","7.2443","","0.11%"
"11/21/2024","7.2375","7.2430","7.2434","7.2363","","-0.12%"
"11/20/2024","7.2461","7.2382","7.2469","7.2380","","0.09%"
"11/19/2024","7.2393","7.2317","7.2443","7.2301","","0.03%"
"11/18/2024","7.2373","7.2334","7.2456","7.2305","","0.07%"
"11/15/2024","7.2324","7.2350","7.2418","7.2260","","0.04%"
"11/14/2024","7.2295","7.2358","7.2468","7.2285","","0.05%"
"11/13/2024","7.2256","7.2227","7.2297","7.2061","","-0.10%"
"11/12/2024","7.2328","7.2197","7.2419","7.2180","","0.25%"
"11/11/2024","7.2150","7.1791","7.2150","7.1760","","0.50%"
"11/08/2024","7.1790","7.1526","7.1791","7.1403","","0.52%"
"11/07/2024","7.1416","7.1837","7.1870","7.1412","","-0.51%"
"11/06/2024","7.1783","7.1294","7.1797","7.1223","","1.03%"
"11/05/2024","7.1051","7.1085","7.1110","7.1015","","0.08%"
"11/04/2024","7.0996","7.1091","7.1153","7.0866","","-0.32%"
"11/01/2024","7.1224","7.1143","7.1274","7.1110","","0.06%"
"10/31/2024","7.1182","7.1199","7.1256","7.1142","","0.04%"
"10/30/2024","7.1155","7.1257","7.1367","7.1155","","-0.21%"
"10/29/2024","7.1306","7.1315","7.1431","7.1286","","0.07%"
"10/28/2024","7.1257","7.1332","7.1353","7.1256","","0.07%"
"10/25/2024","7.1206","7.1171","7.1275","7.1161","","0.01%"
"10/24/2024","7.1199","7.1221","7.1230","7.1107","","-0.08%"
"10/23/2024","7.1259","7.1309","7.1338","7.1248","","0.04%"
"10/22/2024","7.1233","7.1224","7.1256","7.1197","","0.05%"
"10/21/2024","7.1195","7.1041","7.1202","7.0986","","0.24%"
"10/18/2024","7.1023","7.1193","7.1256","7.1008","","-0.30%"
"10/17/2024","7.1238","7.1215","7.1277","7.1160","","0.06%"
"10/16/2024","7.1195","7.1224","7.1245","7.1119","","0.00%"
"10/15/2024","7.1196","7.0879","7.1215","7.0876","","0.45%"
"10/14/2024","7.0875","7.0795","7.0895","7.0737","","0.29%"
"10/11/2024","7.0668","7.0746","7.0786","7.0634","","-0.18%"
"10/10/2024","7.0798","7.0745","7.0818","7.0623","","-0.02%"
"10/09/2024","7.0809","7.0675","7.0821","7.0548","","0.29%"
"10/08/2024","7.0601","7.0508","7.0812","7.0484","","0.59%"
"10/07/2024","7.0185","7.0185","7.0185","7.0185","","0.00%"
"10/04/2024","7.0185","7.0185","7.0185","7.0185","","0.00%"
"10/03/2024","7.0185","7.0185","7.0185","7.0185","","0.00%"
"10/02/2024","7.0185","7.0185","7.0185","7.0185","","0.00%"
"10/01/2024","7.0185","7.0185","7.0185","7.0185","","0.00%"
"09/30/2024","7.0185","7.0157","7.0193","7.0115","","0.11%"
"09/27/2024","7.0111","7.0162","7.0193","7.0111","","0.00%"
"09/26/2024","7.0111","7.0313","7.0313","7.0109","","-0.30%"
"09/25/2024","7.0323","7.0211","7.0323","7.0161","","0.01%"
"09/24/2024","7.0319","7.0558","7.0634","7.0319","","-0.28%"
"09/23/2024","7.0516","7.0462","7.0608","7.0446","","0.00%"
"09/20/2024","7.0513","7.0589","7.0628","7.0428","","-0.23%"
"09/19/2024","7.0679","7.1034","7.1090","7.0604","","-0.20%"
"09/18/2024","7.0819","7.0956","7.1000","7.0791","","-0.17%"
"09/17/2024","7.0937","7.0937","7.0937","7.0937","","0.00%"
"09/16/2024","7.0937","7.0937","7.0937","7.0937","","0.00%"
"09/13/2024","7.0937","7.1074","7.1114","7.0905","","-0.34%"
"09/12/2024","7.1176","7.1230","7.1245","7.1159","","-0.03%"
"09/11/2024","7.1196","7.1224","7.1224","7.1077","","-0.02%"
"09/10/2024","7.1208","7.1187","7.1254","7.1173","","0.10%"
"09/09/2024","7.1138","7.1075","7.1172","7.1061","","0.35%"
"09/06/2024","7.0888","7.0874","7.0965","7.0817","","-0.06%"
"09/05/2024","7.0931","7.1013","7.1036","7.0881","","-0.27%"
"09/04/2024","7.1125","7.1132","7.1177","7.1073","","-0.12%"
"09/03/2024","7.1214","7.1197","7.1252","7.1142","","0.05%"
"09/02/2024","7.1175","7.0971","7.1193","7.0958","","0.38%"
"08/30/2024","7.0908","7.0915","7.1014","7.0849","","-0.10%"
"08/29/2024","7.0976","7.1289","7.1315","7.0916","","-0.39%"
"08/28/2024","7.1256","7.1240","7.1353","7.1222","","0.01%"
"08/27/2024","7.1248","7.1253","7.1318","7.1211","","0.04%"
"08/26/2024","7.1220","7.1146","7.1243","7.1139","","-0.04%"
"08/23/2024","7.1250","7.1442","7.1471","7.1206","","-0.28%"
"08/22/2024","7.1448","7.1327","7.1457","7.1308","","0.14%"
"08/21/2024","7.1347","7.1325","7.1388","7.1262","","0.03%"
"08/20/2024","7.1328","7.1337","7.1503","7.1317","","-0.10%"
"08/19/2024","7.1400","7.1493","7.1561","7.1319","","-0.35%"
"08/16/2024","7.1649","7.1781","7.1790","7.1617","","-0.14%"
"08/15/2024","7.1747","7.1609","7.1770","7.1536","","0.50%"
"08/14/2024","7.1387","7.1473","7.1541","7.1354","","-0.24%"
"08/13/2024","7.1556","7.1797","7.1827","7.1531","","-0.27%"
"08/12/2024","7.1750","7.1733","7.1826","7.1714","","0.11%"
"08/09/2024","7.1673","7.1778","7.1794","7.1643","","-0.12%"
"08/08/2024","7.1762","7.1777","7.1798","7.1559","","-0.01%"
"08/07/2024","7.1769","7.1714","7.1867","7.1714","","0.28%"
"08/06/2024","7.1570","7.1616","7.1616","7.1421","","0.37%"
"08/05/2024","7.1303","7.1507","7.1561","7.1160","","-0.42%"
"08/02/2024","7.1603","7.2445","7.2467","7.1570","","-1.16%"
"08/01/2024","7.2444","7.2125","7.2486","7.2099","","0.34%"
"07/31/2024","7.2198","7.2291","7.2402","7.2151","","-0.43%"
"07/30/2024","7.2512","7.2634","7.2650","7.2479","","-0.12%"
"07/29/2024","7.2601","7.2529","7.2608","7.2512","","0.12%"
"07/26/2024","7.2511","7.2410","7.2549","7.2309","","0.27%"
"07/25/2024","7.2316","7.2617","7.2639","7.2109","","-0.43%"
"07/24/2024","7.2629","7.2755","7.2775","7.2627","","-0.16%"
"07/23/2024","7.2749","7.2730","7.2749","7.2728","","0.02%"
"07/22/2024","7.2737","7.2736","7.2740","7.2708","","0.06%"
"07/19/2024","7.2697","7.2661","7.2698","7.2652","","0.13%"
"07/18/2024","7.2605","7.2570","7.2616","7.2524","","-0.01%"
"07/17/2024","7.2614","7.2690","7.2692","7.2526","","-0.10%"
"07/16/2024","7.2686","7.2645","7.2687","7.2645","","0.12%"
"07/15/2024","7.2599","7.2615","7.2639","7.2581","","0.13%"
"07/12/2024","7.2504","7.2607","7.2650","7.2491","","-0.10%"
"07/11/2024","7.2579","7.2748","7.2750","7.2496","","-0.25%"
"07/10/2024","7.2761","7.2749","7.2762","7.2749","","0.05%"
"07/09/2024","7.2726","7.2710","7.2726","7.2710","","0.05%"
"07/08/2024","7.2687","7.2668","7.2703","7.2668","","0.00%"
"07/05/2024","7.2684","7.2661","7.2699","7.2653","","0.00%"
"07/04/2024","7.2682","7.2705","7.2718","7.2678","","-0.03%"
"07/03/2024","7.2703","7.2726","7.2736","7.2683","","-0.01%"
"07/02/2024","7.2713","7.2701","7.2714","7.2701","","0.04%"
"07/01/2024","7.2684","7.2673","7.2685","7.2670","","0.02%"
"06/28/2024","7.2673","7.2676","7.2683","7.2624","","-0.02%"
"06/27/2024","7.2689","7.2673","7.2690","7.2670","","0.03%"
